precinct,district,parish
01/080 B,69,East Baton Rouge
01/099 A,69,East Baton Rouge
01/099 B,69,East Baton Rouge
03/003 A,69,East Baton Rouge
03/003 B,69,East Baton Rouge
03/007 A,69,East Baton Rouge
03/007 B,69,East Baton Rouge
03/011,69,East Baton Rouge
03/013,69,East Baton Rouge
03/015 A,69,East Baton Rouge
03/015 B,69,East Baton Rouge
03/027 A,69,East Baton Rouge
03/027 B,69,East Baton Rouge
03/029 A,69,East Baton Rouge
03/029 B,69,East Baton Rouge
03/031 A,69,East Baton Rouge
03/031 B,69,East Baton Rouge
03/039,69,East Baton Rouge
03/041 A,69,East Baton Rouge
03/041 B,69,East Baton Rouge
03/060 A,69,East Baton Rouge
03/060 B,69,East Baton Rouge
01/012 A,70,East Baton Rouge
01/012 B,70,East Baton Rouge
01/043,70,East Baton Rouge
01/047 A,70,East Baton Rouge
01/047 B,70,East Baton Rouge
01/066 A,70,East Baton Rouge
01/066 B,70,East Baton Rouge
01/069 A,70,East Baton Rouge
01/069 B,70,East Baton Rouge
01/075 A,70,East Baton Rouge
01/075 B,70,East Baton Rouge
01/076,70,East Baton Rouge
01/107,70,East Baton Rouge
03/004 A,70,East Baton Rouge
03/004 B,70,East Baton Rouge
03/005,70,East Baton Rouge
03/023 A,70,East Baton Rouge
03/023 B,70,East Baton Rouge
03/033 A,70,East Baton Rouge
03/033 B,70,East Baton Rouge
03/040 A,70,East Baton Rouge
03/040 B,70,East Baton Rouge
03/048 A,70,East Baton Rouge
03/048 B,70,East Baton Rouge
03/055 A,70,East Baton Rouge
03/055 B,70,East Baton Rouge
03/062,70,East Baton Rouge
03/064,70,East Baton Rouge
03/065,70,East Baton Rouge
03/068,70,East Baton Rouge
00/07A,71,Livingston
00/23,71,Livingston
00/23A,71,Livingston
00/23B,71,Livingston
00/23C,71,Livingston
00/24,71,Livingston
00/24B,71,Livingston
00/24C,71,Livingston
00/24D,71,Livingston
00/25,71,Livingston
00/26,71,Livingston
00/26A,71,Livingston
00/26B,71,Livingston
00/26C,71,Livingston
00/27,71,Livingston
00/28,71,Livingston
00/35,71,Livingston
00/35A,71,Livingston
00/36,71,Livingston
00/39,71,Livingston
00/41,71,Livingston
*ALL/*ALL,72,St. Helena
00/002,72,Tangipahoa
00/006,72,Tangipahoa
00/011,72,Tangipahoa
00/015,72,Tangipahoa
00/016,72,Tangipahoa
00/017,72,Tangipahoa
00/043,72,Tangipahoa
00/046,72,Tangipahoa
00/047,72,Tangipahoa
00/049,72,Tangipahoa
00/101,72,Tangipahoa
00/102,72,Tangipahoa
00/104,72,Tangipahoa
00/106,72,Tangipahoa
00/107,72,Tangipahoa
00/109,72,Tangipahoa
00/111A,72,Tangipahoa
00/115B,72,Tangipahoa
00/119,72,Tangipahoa
00/123,72,Tangipahoa
00/129A,72,Tangipahoa
00/070,73,Tangipahoa
00/070A,73,Tangipahoa
00/071,73,Tangipahoa
00/072,73,Tangipahoa
00/073,73,Tangipahoa
00/074,73,Tangipahoa
00/116,73,Tangipahoa
00/120,73,Tangipahoa
00/120B,73,Tangipahoa
00/122A,73,Tangipahoa
00/122B,73,Tangipahoa
00/122C,73,Tangipahoa
00/124,73,Tangipahoa
00/137,73,Tangipahoa
00/137A,73,Tangipahoa
00/137B,73,Tangipahoa
00/137C,73,Tangipahoa
00/137D,73,Tangipahoa
00/143,73,Tangipahoa
00/143A,73,Tangipahoa
00/145,73,Tangipahoa
00/147,73,Tangipahoa
00/149,73,Tangipahoa
00/149A,73,Tangipahoa
00/151,73,Tangipahoa
00/201,74,St. Tammany
00/202,74,St. Tammany
00/203,74,St. Tammany
00/204,74,St. Tammany
00/205,74,St. Tammany
00/206,74,St. Tammany
00/207,74,St. Tammany
00/302,74,St. Tammany
00/303,74,St. Tammany
00/304,74,St. Tammany
00/305,74,St. Tammany
00/308,74,St. Tammany
00/501,74,St. Tammany
00/502,74,St. Tammany
00/503,74,St. Tammany
00/504,74,St. Tammany
00/505,74,St. Tammany
00/602,74,St. Tammany
00/603,74,St. Tammany
00/604,74,St. Tammany
00/606,74,St. Tammany
00/609,74,St. Tammany
00/A01,74,St. Tammany
00/A02,74,St. Tammany
00/A02A,74,St. Tammany
00/A03,74,St. Tammany
00/A04,74,St. Tammany
00/C09,74,St. Tammany
00/F01,74,St. Tammany
00/P01,74,St. Tammany
*ALL/*ALL,75,Washington
00/801,76,St. Tammany
00/804,76,St. Tammany
00/805,76,St. Tammany
00/806,76,St. Tammany
00/807,76,St. Tammany
00/808,76,St. Tammany
00/809,76,St. Tammany
00/810,76,St. Tammany
00/811,76,St. Tammany
00/812,76,St. Tammany
00/813,76,St. Tammany
00/814,76,St. Tammany
00/816,76,St. Tammany
00/817,76,St. Tammany
00/818,76,St. Tammany
00/909,76,St. Tammany
00/909A,76,St. Tammany
00/918,76,St. Tammany
00/922,76,St. Tammany
00/S10,76,St. Tammany
00/S11,76,St. Tammany
00/S16,76,St. Tammany
00/S17,76,St. Tammany
00/S21,76,St. Tammany
00/S23,76,St. Tammany
00/S24,76,St. Tammany
00/101,77,St. Tammany
00/104,77,St. Tammany
00/105,77,St. Tammany
00/106,77,St. Tammany
00/106A,77,St. Tammany
00/107,77,St. Tammany
00/108,77,St. Tammany
00/110,77,St. Tammany
00/111,77,St. Tammany
00/112,77,St. Tammany
00/113,77,St. Tammany
00/114,77,St. Tammany
00/115,77,St. Tammany
00/116,77,St. Tammany
00/118,77,St. Tammany
00/301,77,St. Tammany
00/310,77,St. Tammany
00/314,77,St. Tammany
00/C01,77,St. Tammany
00/C02,77,St. Tammany
00/C03,77,St. Tammany
00/C04,77,St. Tammany
00/C06,77,St. Tammany
00/C07,77,St. Tammany
00/C08,77,St. Tammany
00/C11,77,St. Tammany
00/009,78,Jefferson
00/011,78,Jefferson
00/021,78,Jefferson
00/022,78,Jefferson
00/051,78,Jefferson
00/052,78,Jefferson
00/053,78,Jefferson
00/054,78,Jefferson
00/056,78,Jefferson
00/057,78,Jefferson
00/058,78,Jefferson
00/059,78,Jefferson
00/061,78,Jefferson
00/062,78,Jefferson
00/117,78,Jefferson
00/118,78,Jefferson
00/119,78,Jefferson
00/120,78,Jefferson
00/121,78,Jefferson
00/122,78,Jefferson
00/123,78,Jefferson
00/124,78,Jefferson
00/H001,78,Jefferson
00/H002,78,Jefferson
00/H003,78,Jefferson
00/H004,78,Jefferson
00/H005,78,Jefferson
00/H006,78,Jefferson
00/H007,78,Jefferson
00/H008,78,Jefferson
00/H009,78,Jefferson
00/001,79,Jefferson
00/002,79,Jefferson
00/003,79,Jefferson
00/004,79,Jefferson
00/005,79,Jefferson
00/012,79,Jefferson
00/013,79,Jefferson
00/014,79,Jefferson
00/015,79,Jefferson
00/016,79,Jefferson
00/017,79,Jefferson
00/K001,79,Jefferson
00/K002,79,Jefferson
00/K003,79,Jefferson
00/K004,79,Jefferson
00/K005,79,Jefferson
00/K006A,79,Jefferson
00/K006B,79,Jefferson
00/K007A,79,Jefferson
00/K007B,79,Jefferson
00/K008,79,Jefferson
00/K009,79,Jefferson
00/K010,79,Jefferson
00/K012,79,Jefferson
00/K034,79,Jefferson
00/K035,79,Jefferson
00/018,80,Jefferson
00/019,80,Jefferson
00/020,80,Jefferson
00/023,80,Jefferson
00/024,80,Jefferson
00/029,80,Jefferson
00/031,80,Jefferson
00/032,80,Jefferson
00/033,80,Jefferson
00/035,80,Jefferson
00/036,80,Jefferson
00/037,80,Jefferson
00/040,80,Jefferson
00/070,80,Jefferson
00/071,80,Jefferson
00/073,80,Jefferson
00/074,80,Jefferson
00/075,80,Jefferson
00/076,80,Jefferson
00/077,80,Jefferson
00/078,80,Jefferson
00/079,80,Jefferson
00/081,80,Jefferson
00/082,80,Jefferson
00/083,80,Jefferson
00/084,80,Jefferson
00/085,80,Jefferson
00/086,80,Jefferson
00/087,80,Jefferson
00/14,81,Ascension
00/15,81,Ascension
00/27,81,Ascension
00/34,81,Ascension
00/35,81,Ascension
00/40,81,Ascension
00/65,81,Ascension
00/66,81,Ascension
00/69,81,Ascension
00/07B,81,Livingston
00/07D,81,Livingston
00/14,81,Livingston
00/15,81,Livingston
00/16,81,Livingston
00/17,81,Livingston
00/18,81,Livingston
00/18A,81,Livingston
00/21,81,Livingston
00/21A,81,Livingston
00/21B,81,Livingston
00/22,81,Livingston
00/31,81,Livingston
00/32,81,Livingston
00/33,81,Livingston
00/34,81,Livingston
00/43,81,Livingston
00/06,81,St. James
00/08,81,St. James
00/09,81,St. James
00/11,81,St. James
00/23,81,St. James
00/038,82,Jefferson
00/043,82,Jefferson
00/060,82,Jefferson
00/063,82,Jefferson
00/064,82,Jefferson
00/065,82,Jefferson
00/066,82,Jefferson
00/068,82,Jefferson
00/069,82,Jefferson
00/072,82,Jefferson
00/080,82,Jefferson
00/088,82,Jefferson
00/089,82,Jefferson
00/090,82,Jefferson
00/091,82,Jefferson
00/092,82,Jefferson
00/093,82,Jefferson
00/094,82,Jefferson
00/095,82,Jefferson
00/096,82,Jefferson
00/097,82,Jefferson
00/098,82,Jefferson
00/099,82,Jefferson
00/100,82,Jefferson
00/101,82,Jefferson
00/102,82,Jefferson
00/103,82,Jefferson
00/105,82,Jefferson
00/106,82,Jefferson
00/125A,82,Jefferson
00/125B,82,Jefferson
00/126,82,Jefferson
00/127,82,Jefferson
00/128,82,Jefferson
00/129,82,Jefferson
00/130,82,Jefferson
00/131,82,Jefferson
00/132,82,Jefferson
00/133,82,Jefferson
00/134,82,Jefferson
00/136,82,Jefferson
00/138,82,Jefferson
00/150A,83,Jefferson
00/150B,83,Jefferson
00/151,83,Jefferson
00/152,83,Jefferson
00/153,83,Jefferson
00/154,83,Jefferson
00/155,83,Jefferson
00/156,83,Jefferson
00/157A,83,Jefferson
00/170,83,Jefferson
00/179B,83,Jefferson
00/180,83,Jefferson
00/187,83,Jefferson
00/188,83,Jefferson
00/191,83,Jefferson
00/200,83,Jefferson
00/201,83,Jefferson
00/W001,83,Jefferson
00/W002,83,Jefferson
00/W003,83,Jefferson
00/W004,83,Jefferson
00/W005,83,Jefferson
00/W006,83,Jefferson
00/W007,83,Jefferson
00/174,84,Jefferson
00/175,84,Jefferson
00/176,84,Jefferson
00/177,84,Jefferson
00/178,84,Jefferson
00/182,84,Jefferson
00/183,84,Jefferson
00/184,84,Jefferson
00/185A,84,Jefferson
00/185B,84,Jefferson
00/189,84,Jefferson
00/190,84,Jefferson
00/192,84,Jefferson
00/193A,84,Jefferson
00/193B,84,Jefferson
00/194A,84,Jefferson
00/194B,84,Jefferson
00/198,84,Jefferson
00/199,84,Jefferson
00/202,84,Jefferson
00/203,84,Jefferson
00/204,84,Jefferson
00/246,84,Jefferson
00/247,84,Jefferson
00/248,84,Jefferson
00/L001,84,Jefferson
00/225,85,Jefferson
00/226,85,Jefferson
00/227,85,Jefferson
00/228,85,Jefferson
00/229,85,Jefferson
00/230,85,Jefferson
00/231,85,Jefferson
00/232A,85,Jefferson
00/234,85,Jefferson
00/235,85,Jefferson
00/G001,85,Jefferson
00/G002,85,Jefferson
00/G003,85,Jefferson
00/G004,85,Jefferson
00/G005,85,Jefferson
00/G006,85,Jefferson
00/G007,85,Jefferson
00/G008,85,Jefferson
00/G009,85,Jefferson
00/G010,85,Jefferson
00/G011,85,Jefferson
00/G012,85,Jefferson
00/G013,85,Jefferson
00/028,86,Tangipahoa
00/033,86,Tangipahoa
00/040A,86,Tangipahoa
00/041,86,Tangipahoa
00/042,86,Tangipahoa
00/044,86,Tangipahoa
00/045B,86,Tangipahoa
00/072A,86,Tangipahoa
00/106A,86,Tangipahoa
00/108,86,Tangipahoa
00/110,86,Tangipahoa
00/112,86,Tangipahoa
00/114,86,Tangipahoa
00/117,86,Tangipahoa
00/118,86,Tangipahoa
00/118A,86,Tangipahoa
00/120A,86,Tangipahoa
00/121,86,Tangipahoa
00/121A,86,Tangipahoa
00/127,86,Tangipahoa
00/139,86,Tangipahoa
00/141,86,Tangipahoa
00/141A,86,Tangipahoa
00/171,87,Jefferson
00/172,87,Jefferson
00/173,87,Jefferson
00/179A,87,Jefferson
00/181,87,Jefferson
00/195,87,Jefferson
00/196,87,Jefferson
00/197A,87,Jefferson
00/197B,87,Jefferson
00/205,87,Jefferson
00/210,87,Jefferson
00/211,87,Jefferson
00/212,87,Jefferson
00/213A,87,Jefferson
00/213B,87,Jefferson
00/213C,87,Jefferson
00/214A,87,Jefferson
00/214B,87,Jefferson
00/215,87,Jefferson
00/216A,87,Jefferson
00/217,87,Jefferson
00/03,88,Ascension
00/04,88,Ascension
00/05,88,Ascension
00/10,88,Ascension
00/12,88,Ascension
00/13,88,Ascension
00/18,88,Ascension
00/21,88,Ascension
00/22,88,Ascension
00/24,88,Ascension
00/25,88,Ascension
00/26 A,88,Ascension
00/26 B,88,Ascension
00/31,88,Ascension
00/32,88,Ascension
00/33,88,Ascension
00/41,88,Ascension
00/43,88,Ascension
00/58,88,Ascension
00/68,88,Ascension
00/76,88,Ascension
00/102,89,St. Tammany
00/103,89,St. Tammany
00/306,89,St. Tammany
00/401,89,St. Tammany
00/402,89,St. Tammany
00/403,89,St. Tammany
00/404,89,St. Tammany
00/405,89,St. Tammany
00/407,89,St. Tammany
00/410,89,St. Tammany
00/413,89,St. Tammany
00/414,89,St. Tammany
00/415,89,St. Tammany
00/416,89,St. Tammany
00/417,89,St. Tammany
00/418,89,St. Tammany
00/419,89,St. Tammany
00/421,89,St. Tammany
00/426,89,St. Tammany
00/427,89,St. Tammany
00/429,89,St. Tammany
00/M01,89,St. Tammany
00/M02,89,St. Tammany
00/M04,89,St. Tammany
00/M06,89,St. Tammany
00/M07,89,St. Tammany
00/M08,89,St. Tammany
00/M11,89,St. Tammany
00/M12,89,St. Tammany
00/MD1,89,St. Tammany
00/802,90,St. Tammany
00/802A,90,St. Tammany
00/803,90,St. Tammany
00/815,90,St. Tammany
00/815A,90,St. Tammany
00/902,90,St. Tammany
00/903,90,St. Tammany
00/903A,90,St. Tammany
00/904,90,St. Tammany
00/906,90,St. Tammany
00/907,90,St. Tammany
00/910,90,St. Tammany
00/911,90,St. Tammany
00/914,90,St. Tammany
00/916,90,St. Tammany
00/921,90,St. Tammany
00/S01,90,St. Tammany
00/S02,90,St. Tammany
00/S03,90,St. Tammany
00/S04,90,St. Tammany
00/S05,90,St. Tammany
00/S06,90,St. Tammany
00/S07,90,St. Tammany
00/S08,90,St. Tammany
00/S09,90,St. Tammany
00/S13,90,St. Tammany
00/S15,90,St. Tammany
00/S18,90,St. Tammany
00/S19,90,St. Tammany
00/S22,90,St. Tammany
01/01,91,Orleans
01/02,91,Orleans
02/06,91,Orleans
10/03,91,Orleans
10/06,91,Orleans
10/07,91,Orleans
10/08,91,Orleans
10/09,91,Orleans
10/11,91,Orleans
10/12,91,Orleans
10/13,91,Orleans
10/14,91,Orleans
11/02,91,Orleans
11/03,91,Orleans
11/04,91,Orleans
11/05,91,Orleans
11/08,91,Orleans
11/09,91,Orleans
11/10,91,Orleans
11/11,91,Orleans
11/12,91,Orleans
11/13,91,Orleans
11/14,91,Orleans
11/17,91,Orleans
12/01,91,Orleans
12/02,91,Orleans
12/03,91,Orleans
12/04,91,Orleans
12/05,91,Orleans
12/06,91,Orleans
12/07,91,Orleans
12/09,91,Orleans
12/10,91,Orleans
12/11,91,Orleans
12/12,91,Orleans
12/13,91,Orleans
12/14,91,Orleans
12/16,91,Orleans
12/17,91,Orleans
12/19,91,Orleans
14/20,91,Orleans
14/21,91,Orleans
14/23,91,Orleans
14/24A,91,Orleans
14/25,91,Orleans
14/26,91,Orleans
00/007,92,Jefferson
00/008,92,Jefferson
00/010,92,Jefferson
00/055,92,Jefferson
00/104,92,Jefferson
00/108,92,Jefferson
00/115,92,Jefferson
00/116,92,Jefferson
00/K011,92,Jefferson
00/K013A,92,Jefferson
00/K013B,92,Jefferson
00/K014,92,Jefferson
00/K015,92,Jefferson
00/K016,92,Jefferson
00/K017,92,Jefferson
00/K018,92,Jefferson
00/K019,92,Jefferson
00/K020,92,Jefferson
00/K021,92,Jefferson
00/K022,92,Jefferson
00/K023,92,Jefferson
00/K024,92,Jefferson
00/K025,92,Jefferson
00/K026,92,Jefferson
00/K027,92,Jefferson
00/K028,92,Jefferson
00/K029,92,Jefferson
00/K030,92,Jefferson
00/K031,92,Jefferson
00/K033,92,Jefferson
01/05,93,Orleans
01/06,93,Orleans
02/01,93,Orleans
02/02,93,Orleans
02/04,93,Orleans
03/01,93,Orleans
04/02,93,Orleans
05/01,93,Orleans
05/02,93,Orleans
05/03,93,Orleans
05/05,93,Orleans
05/07,93,Orleans
06/01,93,Orleans
06/02,93,Orleans
06/04,93,Orleans
06/06,93,Orleans
07/02,93,Orleans
07/04,93,Orleans
07/05,93,Orleans
07/06,93,Orleans
07/07,93,Orleans
07/08,93,Orleans
07/09A,93,Orleans
07/10,93,Orleans
07/11,93,Orleans
07/13,93,Orleans
07/14,93,Orleans
07/20,93,Orleans
08/04,93,Orleans
08/06,93,Orleans
08/07,93,Orleans
08/08,93,Orleans
08/09,93,Orleans
08/12,93,Orleans
09/10,93,Orleans
09/17,93,Orleans
09/19,93,Orleans
09/21,93,Orleans
09/23,93,Orleans
09/25,93,Orleans
09/26,93,Orleans
00/025,94,Jefferson
00/026,94,Jefferson
00/027,94,Jefferson
00/028,94,Jefferson
00/030,94,Jefferson
00/034,94,Jefferson
00/039,94,Jefferson
00/041,94,Jefferson
00/042,94,Jefferson
00/044,94,Jefferson
00/045,94,Jefferson
00/046,94,Jefferson
04/09,94,Orleans
04/11,94,Orleans
04/14,94,Orleans
04/15,94,Orleans
04/17,94,Orleans
04/17A,94,Orleans
04/18,94,Orleans
04/20,94,Orleans
04/21,94,Orleans
04/22,94,Orleans
04/23,94,Orleans
05/16,94,Orleans
05/17,94,Orleans
05/18,94,Orleans
07/41,94,Orleans
07/42,94,Orleans
17/17,94,Orleans
17/18,94,Orleans
17/18A,94,Orleans
17/19,94,Orleans
17/20,94,Orleans
00/05A,95,Livingston
00/06,95,Livingston
00/06A,95,Livingston
00/06B,95,Livingston
00/07,95,Livingston
00/07C,95,Livingston
00/08A,95,Livingston
00/08B,95,Livingston
00/09,95,Livingston
00/10,95,Livingston
00/11,95,Livingston
00/11A,95,Livingston
00/12,95,Livingston
00/13A,95,Livingston
00/13B,95,Livingston
00/19,95,Livingston
00/19A,95,Livingston
00/20,95,Livingston
00/29,95,Livingston
00/30,95,Livingston
00/36A,95,Livingston
00/38,95,Livingston
00/045A,95,Tangipahoa
00/125,95,Tangipahoa
00/133,95,Tangipahoa
00/133A,95,Tangipahoa
01/01,96,Iberia
01/07,96,Iberia
01/08,96,Iberia
02/01,96,Iberia
04/01,96,Iberia
04/02,96,Iberia
04/03,96,Iberia
05/03,96,Iberia
06/01,96,Iberia
06/04,96,Iberia
09/01,96,Iberia
10/01,96,Iberia
10/02,96,Iberia
11/01,96,Iberia
11/04,96,Iberia
11/06,96,Iberia
12/01,96,Iberia
12/02,96,Iberia
12/03,96,Iberia
00/054,96,Lafayette
00/056,96,Lafayette
00/059,96,Lafayette
00/06,96,St. Martin
00/07,96,St. Martin
00/08,96,St. Martin
00/09,96,St. Martin
00/10,96,St. Martin
00/11,96,St. Martin
00/12,96,St. Martin
00/13,96,St. Martin
00/14,96,St. Martin
00/15,96,St. Martin
00/18,96,St. Martin
00/19,96,St. Martin
00/24,96,St. Martin
00/25,96,St. Martin
07/17,97,Orleans
07/18,97,Orleans
07/19,97,Orleans
07/23,97,Orleans
07/24,97,Orleans
07/25,97,Orleans
07/25A,97,Orleans
07/26,97,Orleans
07/27,97,Orleans
07/28,97,Orleans
07/28A,97,Orleans
07/29,97,Orleans
07/30,97,Orleans
07/32,97,Orleans
07/33,97,Orleans
07/35,97,Orleans
07/37,97,Orleans
07/37A,97,Orleans
07/40,97,Orleans
08/13,97,Orleans
08/14,97,Orleans
08/15,97,Orleans
08/19,97,Orleans
08/20,97,Orleans
08/21,97,Orleans
08/22,97,Orleans
08/23,97,Orleans
08/24,97,Orleans
08/25,97,Orleans
08/26,97,Orleans
08/27,97,Orleans
08/28,97,Orleans
08/30,97,Orleans
09/29,97,Orleans
09/30,97,Orleans
09/30A,97,Orleans
09/31,97,Orleans
09/31A,97,Orleans
09/31B,97,Orleans
09/31D,97,Orleans
09/33,97,Orleans
13/01,98,Orleans
13/02,98,Orleans
13/03,98,Orleans
13/04,98,Orleans
13/05,98,Orleans
13/06,98,Orleans
13/07,98,Orleans
13/08,98,Orleans
13/09,98,Orleans
13/10,98,Orleans
13/11,98,Orleans
13/12,98,Orleans
13/13,98,Orleans
13/14,98,Orleans
13/15,98,Orleans
13/16,98,Orleans
14/01,98,Orleans
14/02,98,Orleans
14/03,98,Orleans
14/04,98,Orleans
14/05,98,Orleans
14/06,98,Orleans
14/07,98,Orleans
14/08,98,Orleans
14/09,98,Orleans
14/10,98,Orleans
14/11,98,Orleans
14/12,98,Orleans
14/13A,98,Orleans
14/14,98,Orleans
14/15,98,Orleans
14/16,98,Orleans
14/17,98,Orleans
14/18A,98,Orleans
14/19,98,Orleans
16/01,98,Orleans
16/01A,98,Orleans
16/02,98,Orleans
16/03,98,Orleans
16/04,98,Orleans
16/05,98,Orleans
16/06,98,Orleans
16/07,98,Orleans
17/01,98,Orleans
17/02,98,Orleans
17/03,98,Orleans
17/04,98,Orleans
17/05,98,Orleans
17/06,98,Orleans
17/07,98,Orleans
07/01,99,Orleans
08/01,99,Orleans
08/02,99,Orleans
09/01,99,Orleans
09/03,99,Orleans
09/04,99,Orleans
09/05,99,Orleans
09/06,99,Orleans
09/07,99,Orleans
09/08,99,Orleans
09/09,99,Orleans
09/11,99,Orleans
09/12,99,Orleans
09/13,99,Orleans
09/14,99,Orleans
09/15,99,Orleans
09/16,99,Orleans
09/28,99,Orleans
09/28C,99,Orleans
09/32,99,Orleans
09/34A,99,Orleans
09/35,99,Orleans
09/35A,99,Orleans
09/36,99,Orleans
09/36B,99,Orleans
09/37,99,Orleans
09/38,99,Orleans
09/38A,99,Orleans
09/42,99,Orleans
09/42C,99,Orleans
09/43A,99,Orleans
09/43B,99,Orleans
09/43C,99,Orleans
09/43E,99,Orleans
09/43F,99,Orleans
09/43H,99,Orleans
09/43I,99,Orleans
09/43M,99,Orleans
09/43N,99,Orleans
09/39,100,Orleans
09/39B,100,Orleans
09/40,100,Orleans
09/40A,100,Orleans
09/40C,100,Orleans
09/41,100,Orleans
09/41A,100,Orleans
09/41B,100,Orleans
09/41C,100,Orleans
09/41D,100,Orleans
09/43G,100,Orleans
09/43J,100,Orleans
09/43K,100,Orleans
09/43L,100,Orleans
09/44,100,Orleans
09/44A,100,Orleans
09/44B,100,Orleans
09/44D,100,Orleans
09/44E,100,Orleans
09/44F,100,Orleans
09/44G,100,Orleans
09/44I,100,Orleans
09/44J,100,Orleans
09/44L,100,Orleans
09/44M,100,Orleans
09/44N,100,Orleans
09/44O,100,Orleans
09/44P,100,Orleans
09/44Q,100,Orleans
09/45,100,Orleans
09/45A,100,Orleans
01/009,101,East Baton Rouge
01/020 A,101,East Baton Rouge
01/020 B,101,East Baton Rouge
01/055 A,101,East Baton Rouge
01/055 B,101,East Baton Rouge
01/060 A,101,East Baton Rouge
01/060 B,101,East Baton Rouge
01/070 A,101,East Baton Rouge
01/070 B,101,East Baton Rouge
01/071 A,101,East Baton Rouge
01/071 B,101,East Baton Rouge
01/081 A,101,East Baton Rouge
01/081 B,101,East Baton Rouge
01/082 A,101,East Baton Rouge
01/082 B,101,East Baton Rouge
01/083 A,101,East Baton Rouge
01/083 B,101,East Baton Rouge
01/087 A,101,East Baton Rouge
01/087 B,101,East Baton Rouge
01/088,101,East Baton Rouge
01/090 A,101,East Baton Rouge
01/090 B,101,East Baton Rouge
02/001 A,101,East Baton Rouge
02/001 B,101,East Baton Rouge
03/008,101,East Baton Rouge
03/024 A,101,East Baton Rouge
03/024 B,101,East Baton Rouge
03/028 A,101,East Baton Rouge
03/028 B,101,East Baton Rouge
03/042,101,East Baton Rouge
15/01,102,Orleans
15/02,102,Orleans
15/03,102,Orleans
15/05,102,Orleans
15/06,102,Orleans
15/08,102,Orleans
15/09,102,Orleans
15/10,102,Orleans
15/11,102,Orleans
15/12,102,Orleans
15/12A,102,Orleans
15/13,102,Orleans
15/13A,102,Orleans
15/13B,102,Orleans
15/14,102,Orleans
15/14A,102,Orleans
15/14B,102,Orleans
15/14C,102,Orleans
15/14D,102,Orleans
15/14E,102,Orleans
15/14F,102,Orleans
15/14G,102,Orleans
15/15,102,Orleans
15/15A,102,Orleans
15/15B,102,Orleans
15/16,102,Orleans
15/17,102,Orleans
15/17A,102,Orleans
15/17B,102,Orleans
15/18,102,Orleans
15/18A,102,Orleans
15/18B,102,Orleans
15/18C,102,Orleans
15/18F,102,Orleans
15/19,102,Orleans
15/19A,102,Orleans
15/19B,102,Orleans
15/19C,102,Orleans
*ALL/*ALL,103,St. Bernard
00/307,104,St. Tammany
00/309,104,St. Tammany
00/312,104,St. Tammany
00/312A,104,St. Tammany
00/313,104,St. Tammany
00/406,104,St. Tammany
00/408,104,St. Tammany
00/409,104,St. Tammany
00/411,104,St. Tammany
00/412,104,St. Tammany
00/420,104,St. Tammany
00/422,104,St. Tammany
00/430,104,St. Tammany
00/605,104,St. Tammany
00/701,104,St. Tammany
00/702,104,St. Tammany
00/703,104,St. Tammany
00/704,104,St. Tammany
00/705,104,St. Tammany
00/706,104,St. Tammany
00/901,104,St. Tammany
00/905,104,St. Tammany
00/913,104,St. Tammany
00/915,104,St. Tammany
00/917,104,St. Tammany
00/M09,104,St. Tammany
00/M09A,104,St. Tammany
00/M10,104,St. Tammany
00/216B,105,Jefferson
00/232B,105,Jefferson
00/236,105,Jefferson
00/237,105,Jefferson
00/238A,105,Jefferson
00/238B,105,Jefferson
15/18D,105,Orleans
15/18E,105,Orleans
*ALL/*ALL,105,Plaquemines
